incidentid,callnum,received,description,latitude,longitude,county,address,fk_stationid
390276,160801696,"2016-08-09 13:02:47","MVA-INJURY ACCID",45.5199850789261,-122.973894812888,W,"300 10TH/999 BASELINE",110
390326,160801730,"2016-08-09 15:57:40","MVA-INJURY ACCID",45.5156270856676,-122.99788827391,W,"SW DENNIS AV & SW ARMCO AV",110
390347,160801728,"2016-08-09 15:56:34","MVA-INJURY ACCID",45.5176284972089,-123.000993507354,W,"1034 WALNUT/498 ARMCO",110
392074,160802802,"2016-08-14 19:11:25","MVA-INJURY ACCID",45.5200767202555,-122.984398822558,W,"399 BASELINE/300 4TH",110
393074,160803401,"2016-08-17 18:48:32","MVA-INJURY ACCID",45.518618372758,-123.006314356067,W,"WINCO (OAK)",110
393359,160803589,"2016-08-18 15:57:25","MVA-UNK INJURY",45.5194997940393,-123.008047320736,W,"SW BASELINE ST & SW WALNUT ST",110
393606,160803734,"2016-08-19 11:18:12","MVA-INJURY ACCID",45.5199955630973,-122.975573705816,W,"298 9TH/899 BASELINE",110
393766,160803830,"2016-08-19 18:07:48","MVA-UNK INJURY",45.5014237089527,-122.990200810975,W,"1 MP & SW MORILON LN",110
394230,160804093,"2016-08-20 23:37:22","MVA-INJURY ACCID",45.5187763858175,-122.980828983373,W,"400 6TH/599 OAK",110
394780,160804416,"2016-08-22 16:49:26","MVA-UNK INJURY",45.5213867519894,-122.989796072635,W,"198 1ST/101 WASHINGTON",110
394975,160804524,"2016-08-23 09:15:23","MVA-UNK INJURY",45.5498089152082,-122.995483582599,W,"30998 EVERGREEN/4101 GLENCOE",110
395344,160804750,"2016-08-24 11:44:13","MVA-INJURY ACCID",45.5188240325342,-122.986241000676,W,"299 OAK/398 3RD",110
396241,160805297,"2016-08-27 01:06:33","MVA-UNK INJURY",45.5146533317836,-122.970079592355,W,"SE 12TH AV & SE BRAUNER PL",110
396244,160805300,"2016-08-27 01:15:11","MVA-INJURY ACCID",45.5188240325342,-122.986241000676,W,"398 3RD/299 OAK",110
396298,160805340,"2016-08-27 08:27:39","MVA-INJURY ACCID",45.518618372758,-123.006314356067,W,"SW MAIN ST & SW BASELINE ST",110
396306,160805336,"2016-08-27 08:21:57","MVA-INJURY ACCID",45.518618372758,-123.006314356067,W,"WINCO (OAK)",110
398303,160900291,"2016-09-02 14:00:58","MVA-UNK INJURY",45.5176069886082,-122.991375056607,W,"198 WALNUT/498 ADAMS",110
398465,160900385,"2016-09-02 21:20:00","MVA-UNK INJURY",45.5444414500545,-122.995622448015,W,"3399 GLENCOE/101 LENOX",110
399147,160900984,"2016-09-06 08:46:08","MVA-INJURY ACCID",45.518889372668,-122.994366601874,W,"400 OAK/400 CONNELL",110
400781,160902413,"2016-09-13 19:06:07","MVA-INJURY ACCID",45.5223732678997,-122.983390719479,W,"SE 4TH AV & SE 5TH AV",110
400941,160902543,"2016-09-14 11:59:49","MVA-INJURY ACCID",45.5218789485835,-122.970171457624,W,"1199 MAIN/101 12TH",110
401688,160903061,"2016-09-16 20:47:06","MVA-INJURY ACCID",45.5275752710385,-122.968900721342,W,"1315 CORNELL/1299 GRANT",110
401900,160903211,"2016-09-17 17:04:55","MVA-UNK INJURY",45.5174540727012,-122.973944565311,W,"999 WALNUT/498 10TH",110
402763,160903835,"2016-09-21 08:41:10","MVA-INJURY ACCID",45.5389920595035,-122.979643132327,W,"699 HAREWOOD/2001 JACKSON SCHOOL",110
402779,160903845,"2016-09-21 09:42:37","MVA-INJURY ACCID",45.5105350887059,-122.977194581092,W,"SE 8TH AV & DEAD END",110
402799,160903859,"2016-09-21 11:05:18","MVA-INJURY ACCID",45.5261817774787,-122.969901941194,W,"1241 CORNELL/1199 TURNER",110
403097,160904061,"2016-09-22 13:47:35","MVA-INJURY ACCID",45.5282970617771,-122.9808702715,W,"601 6TH/599 GRANT",110
403776,160904587,"2016-09-25 04:26:52","MVA-INJURY ACCID",45.5191228975518,-123.00293292857,W,"1230 OAK/398 MAIN",110
404083,160904810,"2016-09-26 11:51:11","MVA-INJURY ACCID",45.5199955630973,-122.975573705816,W,"899 BASELINE/298 9TH",110
404583,160905165,"2016-09-28 07:23:18","MVA-INJURY ACCID",45.5191228975518,-123.00293292857,W,"1230 OAK/398 MAIN",110
405069,160905495,"2016-09-29 17:52:00","MVA-INJURY ACCID",45.5345513402508,-122.989588748358,W,"1971 GLENCOE/100 CODY",110
405583,161000137,"2016-10-01 18:08:50","MVA-UNK INJURY",45.5410715155721,-122.992350411273,W,"GLENCOE HIGH SCHOOL",110
405927,161000402,"2016-10-03 10:56:37","MVA-UNK INJURY",45.5189902051416,-122.985916497819,W,"USA PAWN SHOP (3RD)",110
406528,161000778,"2016-10-05 10:46:41","MVA-INJURY ACCID",45.5249869439168,-122.971106942591,W,"1153 CORNELL/1139 JACKSON",110
406662,161000863,"2016-10-05 17:50:45","MVA-UNK INJURY",45.5282970617771,-122.9808702715,W,"599 GRANT/601 6TH",110
406709,161000890,"2016-10-05 20:24:54","MVA-UNK INJURY",45.5210369442664,-122.989983710879,W,"PARKING GARAGES (1ST)",110
407154,161001168,"2016-10-07 12:53:29","MVA-INJURY ACCID",45.518618372758,-123.006314356067,W,"WINCO (OAK)",110
408553,161002071,"2016-10-12 14:05:00","MVA-INJURY ACCID",45.5212450565866,-122.973871645994,W,"198 10TH/999 WASHINGTON",110
408776,161002192,"2016-10-13 07:58:14","MVA-INJURY ACCID",45.5239453449414,-122.989740425602,W,"201 1ST/101 LINCOLN",110
409116,161002394,"2016-10-14 01:03:16","MVA-INJURY ACCID",45.5177501917701,-123.007244034566,W,"520 17TH/1698 WALNUT",110
409514,161002565,"2016-10-14 18:55:31","MVA-UNK INJURY",45.5174894176651,-122.979051451914,W,"498 7TH/699 WALNUT",110
410388,161003010,"2016-10-16 13:18:48","MVA-INJURY ACCID",45.5199955630973,-122.975573705816,W,"899 BASELINE/298 9TH",110
411149,161003378,"2016-10-18 15:59:47","MVA-INJURY ACCID",45.5200767202555,-122.984398822558,W,"300 4TH/399 BASELINE",110
2315,131102896,"2013-11-22 05:09:46","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
3737,131103870,"2013-11-28 23:03:45","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
3742,131103878,"2013-11-28 23:53:23","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
7306,131202148,"2013-12-12 16:11:05","MVA-INJURY ACCID",45.5623527036842,-123.187188736812,W,"5822 NW GALES CREEK RD",116
7393,131202198,"2013-12-12 20:08:45","MVA-INJURY ACCID",45.6142408113025,-123.215862689665,W,"NW SHEARER HI RD/NW TIMMERMAN RD",116
47881,140102517,"2014-01-18 05:45:12","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
48057,140102541,"2014-01-18 10:41:27","MVA-UNK INJURY",45.6168193748864,-123.391944339505,W,"NW WILSON RIVER HW/32 MP",116
80999,140202358,"2014-02-15 07:29:12","MVA-UNK INJURY",45.5358018805869,-123.157255342206,W,"2056 NW GALES CREEK RD",116
86486,140301432,"2014-03-11 06:01:31","MVA-INJURY ACCID",45.6530947438407,-123.293762230891,W,"NW WILSON RIVER HW/38 MP",116
88555,140302863,"2014-03-20 06:27:51","MVA-INJURY ACCID",45.6491290494118,-123.324931350264,W,"62990 NW WILSON RIVER HW",116
95199,140402426,"2014-04-17 23:38:59","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
96632,140403306,"2014-04-24 08:17:11","MVA-INJURY ACCID",45.6505634709683,-123.27622139645,W,"NW TIMBER RD/NW WILSON RIVER HW",116
101414,140501940,"2014-05-14 01:18:26","MVA-INJURY ACCID",45.6497986799227,-123.274251009322,W,"NW WILSON RIVER HW/39 MP",116
102397,140502551,"2014-05-17 11:30:54","MVA-UNK INJURY",45.6203305347047,-123.218516547506,W,"NW TIMMERMAN RD/NW WILSON RIV HW",116
110590,140603195,"2014-06-21 11:06:32","MVA-UNK INJURY",45.649845439876,-123.318878708065,W,"62400 NW WILSON RIVER HW",116
111339,140603681,"2014-06-24 15:51:47","MVA-UNK INJURY",45.6328851792951,-123.361841948601,W,"NW WILSON RIVER HW/34 MP",116
112558,140604395,"2014-06-29 15:58:29","MVA-INJURY ACCID",45.6283427429509,-123.268741645886,W,"57028 NW WILSON RIVER HW",116
163639,140700063,"2014-07-01 13:03:17","MVA-UNK INJURY",45.569106196582,-123.165726984701,W,"47368 NW HILLSIDE RD",116
173809,140703209,"2014-07-20 03:36:14","MVA-UNK INJURY",45.5554028985117,-123.186082266243,W,"NW GALES CREEK RD/NW RODERICK RD",116
175639,140704405,"2014-07-27 22:22:02","MVA-INJURY ACCID",45.6464764785813,-123.2693071976,W,"NW WILSON RIVE HW/NW GLENWOOD LN",116
176704,140705100,"2014-07-31 20:49:48","MVA-INJURY ACCID",45.6238019206183,-123.375588381787,W,"NW WILSON RIVER HW/33 MP",116
178609,140801200,"2014-08-08 07:21:03","MVA-INJURY ACCID",45.5964959583499,-123.245276156995,W,"55235 NW OLD WILSON RIVER RD",116
179237,140801598,"2014-08-10 12:39:23","MVA-UNK INJURY",45.6172798904421,-123.25139000089,W,"55870 NW WILSON RIVER HW",116
180456,140802439,"2014-08-15 17:05:47","MVA-UNK INJURY",45.6238019206183,-123.375588381787,W,"NW WILSON RIVER HW/33 MP",116
180486,140802440,"2014-08-15 17:11:02","MVA-UNK INJURY",45.6440374362785,-123.350249274973,W,"NW WILSON RIVER HW/35 MP",116
191469,140904324,"2014-09-26 17:32:17","MVA-UNK INJURY",45.5766273571851,-123.203131973192,W,"7860 NW GALES CREEK RD",116
194562,141001283,"2014-10-09 19:06:39","MVA-INJURY ACCID",45.5952670176942,-123.24226540036,W,"NW OLD WILSON RD/NW THORNBURG RD",116
195292,141001717,"2014-10-12 19:38:30","MVA-INJURY ACCID",45.6203305347047,-123.218516547506,W,"NW TIMMERMAN RD/NW WILSON RIV HW",116
196668,141002557,"2014-10-18 11:51:58","MVA-INJURY ACCID",45.6491290494118,-123.324931350264,W,"62990 NW WILSON RIVER HW",116
196702,141002594,"2014-10-18 15:28:59","MVA-INJURY ACCID",45.6119799782844,-123.243496301882,W,"NW WILSON RIV HW/NW GALES CRE RD",116
212620,141101845,"2014-11-13 05:54:55","MVA-INJURY ACCID",45.5640074872567,-123.201706311801,W,"6165 NW GALES CREEK RD",116
212636,141101858,"2014-11-13 07:55:50","MVA-INJURY ACCID",45.6310937576056,-123.268344121285,W,"57140 NW WILSON RIVER HW",116
212914,141102044,"2014-11-14 10:28:27","MVA-INJURY ACCID",45.6530947438407,-123.293762230891,W,"NW WILSON RIVER HW/38 MP",116
214789,141103288,"2014-11-22 00:04:53","MVA-UNK INJURY",45.5531509699549,-123.183218062461,W,"NW DAVID HILL RD/NW GALES CRE RD",116
216393,141104316,"2014-11-29 10:06:35","MVA-UNK INJURY",45.6168193748864,-123.391944339505,W,"NW WILSON RIVER HW/32 MP",116
221195,141203215,"2014-12-22 00:06:36","MVA-INJURY ACCID",45.5923331781657,-123.217764388317,W,"NW SARGENT RD & NW CLAPSHAW HILL RD",116
221277,141203267,"2014-12-22 10:38:53","MVA-UNK INJURY",45.6205086898553,-123.216084855847,W,"WILSON RIVER/ 44",116
229832,150103339,"2015-01-22 00:22:42","MVA-INJURY ACCID",45.5466335544917,-123.173798392358,W,"NW OWL DR & NW DAVID HILL RD",116
233522,150200686,"2015-02-05 14:26:48","MVA-UNK INJURY",45.6220744080105,-123.377069033589,W,"NW STOREY BURN RD & DEAD END",116
233804,150200847,"2015-02-06 12:06:20","MVA-INJURY ACCID",45.5780863078144,-123.203639171766,W,"NW MYSTIC DR & NW OLD WILSON RIVER RD",116
237381,150202938,"2015-02-20 03:51:38","MVA-INJURY ACCID",45.6381015505301,-123.267239146527,W,"40 MP & NW GLENWOOD LN",116
240521,150300535,"2015-03-04 14:23:09","MVA-INJURY ACCID",45.6440374362785,-123.350249274973,W,"65450 WILSON RIVER/ 35",116
243233,150302215,"2015-03-15 05:36:13","MVA-UNK INJURY",45.6238019206183,-123.375588381787,W,"68000 WILSON RIVER/ 33",116
247807,150400089,"2015-04-01 14:02:59","MVA-INJURY ACCID",45.6147117028561,-123.175965990782,W,"48450 WILSON RIVER/ 46",116
256104,150500400,"2015-05-03 16:41:19","MVA-INJURY ACCID",45.6401902372935,-123.26779497601,W,"40 MP & NW GLENWOOD LN",116
257644,150501283,"2015-05-08 18:49:31","MVA-INJURY ACCID",45.5909408667056,-123.215715993196,W,"NW SARGENT RD & NW CLAPSHAW HILL RD",116
258971,150502127,"2015-05-13 19:48:52","MVA-UNK INJURY",45.6467807729938,-123.268977771525,W,"NW GLENWOOD LN & NW LEGEND HILL DR",116
262676,150504328,"2015-05-27 09:15:40","MVA-INJURY ACCID",45.6483670958006,-123.331149826194,W,"63600 WILSON RIVER/ 36",116
263462,150504896,"2015-05-30 12:29:24","MVA-UNK INJURY",45.5838751746375,-123.216389820846,W,"NW POTTS RD & NW OLD WILSON RIVER RD",116
263535,150504950,"2015-05-30 17:18:48","MVA-INJURY ACCID",45.6172798904421,-123.25139000089,W,"NW SCHMIDT HILL DR & NW LYDA DR",116
1148,131102055,"2013-11-15 19:15:20","MVA-UNK INJURY",45.5561246884089,-122.808099369241,W,"NW NAOMI LN/NW BANNISTER DR",117
1797,131102552,"2013-11-19 17:36:16","MVA-UNK INJURY",45.5341435051795,-122.841100952995,W,"NW BETHANY BV/NW BRONSON RD",117
1907,131102623,"2013-11-20 08:15:58","MVA-INJURY ACCID",45.5536962517459,-122.852776574144,W,"NW WEST UNION RD/NW LAIDLAW RD",117
2123,131102769,"2013-11-21 09:17:59","MVA-INJURY ACCID",45.5341435051795,-122.841100952995,W,"NW BETHANY BV/NW BRONSON RD",117
2777,131103229,"2013-11-24 14:15:00","MVA-INJURY ACCID",45.5563140986502,-122.841609501369,W,"NW ATHENS DR/NW LAIDLAW RD",117
3393,131103653,"2013-11-27 11:33:53","MVA-INJURY ACCID",45.5316626763986,-122.831133379366,W,"14994 NW CORNELL RD",117
4067,131104071,"2013-11-30 18:49:53","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW WEST UNI RD/NW BETHANY BV",117
7144,131202037,"2013-12-11 22:44:54","MVA-UNK INJURY",45.5665665294104,-122.806914793711,W,"12601 NW SPRINGVILLE RD",117
8923,131203161,"2013-12-19 10:29:54","MVA-INJURY ACCID",45.5484063659966,-122.815743966199,W,"NW THOMPSON RD/NW 135TH TE",117
10411,131203311,"2013-12-20 11:04:42","MVA-UNK INJURY",45.550095342871,-122.856844934177,W,"NW CHAPARRAL TE/NW CAMELBACK LN",117
10937,131203376,"2013-12-20 17:56:04","MVA-UNK INJURY",45.5535716757098,-122.835606909909,W,"4756 NW BETHANY BV",117
12685,131203532,"2013-12-21 20:46:42","MVA-INJURY ACCID",45.5315051232338,-122.834164164352,W,"15320 NW CORNELL RD",117
16360,131203893,"2013-12-24 08:37:25","MVA-INJURY ACCID",45.5559542887488,-122.825405901461,W,"NW SKYCREST PK/NW LAIDLAW RD",117
24737,131204797,"2013-12-30 18:27:21","MVA-INJURY ACCID",45.530822412756,-122.837918956665,W,"NW CORNELL RD/NW SUNSET HW WB",117
51628,140102930,"2014-01-21 10:12:03","MVA-UNK INJURY",45.5560595581433,-122.820059541255,W,"13900 NW LAIDLAW RD",117
69365,140200498,"2014-02-04 16:15:49","MVA-INJURY ACCID",45.5341435051795,-122.841100952995,W,"NW BETHANY BV/NW BRONSON RD",117
72029,140200947,"2014-02-06 17:52:45","MVA-UNK INJURY",45.5664785270399,-122.836009371001,W,"NW SPRINGVILLE RD/NW KAISER RD",117
78175,140201709,"2014-02-10 20:11:18","MVA-INJURY ACCID",45.5445819308445,-122.820757879075,W,"NW THOMPSON RD/NW BRONSON CRE DR",117
82276,140203012,"2014-02-19 17:14:09","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"NW WEST UNION RD/NW BETHANY BV",117
83025,140203483,"2014-02-23 01:17:29","MVA-UNK INJURY",45.538713087268,-122.810128313163,W,"12895 NW LORRAINE DR",117
83513,140203803,"2014-02-25 11:40:57","MVA-INJURY ACCID",45.5482022678285,-122.802958338449,W,"NW THOMPSON RD/NW HIBBARD DR",117
83517,140203809,"2014-02-25 12:32:51","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"NW WEST UNION RD/NW BETHANY BV",117
83813,140204004,"2014-02-26 18:43:07","MVA-INJURY ACCID",45.5510397699589,-122.830168101518,W,"NW KAISER RD/NW MITCHELL ST",117
84896,140300343,"2014-03-03 15:18:04","MVA-UNK INJURY",45.5445819308445,-122.820757879075,W,"NW THOMPSON RD/NW BRONSON CRE DR",117
84898,140300347,"2014-03-03 15:43:56","MVA-UNK INJURY",45.5308221260736,-122.8258989025,W,"NW SCIENCE PARK DR/NW CORNELL RD",117
91561,140400215,"2014-04-02 12:42:20","MVA-INJURY ACCID",45.5423479585594,-122.82445014541,W,"NW WEST UNION RD/NW 143RD AV",117
91838,140400372,"2014-04-03 16:17:10","MVA-INJURY ACCID",45.5599557237064,-122.834428435936,W,"NW BETHANY BV/NW WISMER DR",117
92236,140400597,"2014-04-05 10:30:46","MVA-INJURY ACCID",45.5676072386361,-122.830414990968,W,"NW SPRINGVILLE RD/NW BENNY DR",117
92270,140400613,"2014-04-05 13:50:39","MVA-INJURY ACCID",45.5599557237064,-122.834428435936,W,"NW KAISER RD/NW BETHANY BV",117
92449,140400728,"2014-04-06 13:35:57","MVA-INJURY ACCID",45.5570605205172,-122.829989635319,W,"5170 NW KAISER RD",117
94772,140402161,"2014-04-16 08:51:03","MVA-UNK INJURY",45.5341435051795,-122.841100952995,W,"NW BETHANY BV/NW BRONSON RD",117
95067,140402348,"2014-04-17 12:06:52","MVA-INJURY ACCID",45.5313297010826,-122.837529937326,W,"15709 NW CORNELL RD",117
95342,140402513,"2014-04-18 15:30:46","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW BETHANY BV/NW WEST UNION RD",117
97133,140403627,"2014-04-26 08:30:04","MVA-INJURY ACCID",45.5448273827398,-122.783707453147,W,"NW THOMPSON RD/NW MCDANIEL RD",117
97497,140403847,"2014-04-27 20:36:59","MVA-INJURY ACCID",45.546800948179,-122.844993106958,W,"3831 NW CRAIG DR",117
102403,140502562,"2014-05-17 12:40:37","MVA-INJURY ACCID",45.5329363615702,-122.807039406228,W,"NW SALTZMAN RD/NW COLEMAN DR",117
103235,140503077,"2014-05-20 20:16:07","MVA-INJURY ACCID",45.5306028739524,-122.824394743131,W,"NW CORNELL RD/NW 143RD AV",117
106309,140600408,"2014-06-03 18:52:55","MVA-INJURY ACCID",45.5423479585594,-122.82445014541,W,"NW 143RD AV/NW WEST UNION RD",117
108924,140602115,"2014-06-14 13:59:47","MVA-UNK INJURY",45.5318981110364,-122.834808860484,W,"NW CORNELL RD/NW 153RD AV",117
112408,140604316,"2014-06-28 22:25:27","MVA-INJURY ACCID",45.5341435051795,-122.841100952995,W,"NW BETHANY BV/NW BRONSON RD",117
154691,140700044,"2014-07-01 11:03:38","MVA-INJURY ACCID",45.5538614210027,-122.833228690277,W,"15166 NW CENTRAL DR",117
168955,140700156,"2014-07-01 22:12:32","MVA-INJURY ACCID",45.5560595581433,-122.820059541255,W,"13900 NW LAIDLAW RD",117
169618,140700589,"2014-07-04 18:00:52","MVA-INJURY ACCID",45.5563140986502,-122.841609501369,W,"NW LAIDLAW RD/NW ATHENS DR",117
171324,140701708,"2014-07-11 10:38:34","MVA-INJURY ACCID",45.5339752506101,-122.808455858758,W,"NW SALTZMAN RD/NW 128TH TE",117
172300,140702284,"2014-07-14 21:06:01","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"NW WEST UNION RD/NW BETHANY BV",117
173761,140703181,"2014-07-19 22:58:58","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW BETHANY BV/NW WEST UNION RD",117
173763,140703180,"2014-07-19 22:57:18","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW BETHANY BV/NW WEST UNION RD",117
174166,140703439,"2014-07-21 17:44:34","MVA-INJURY ACCID",45.5599557237064,-122.834428435936,W,"NW BETHANY BV/NW WISMER DR",117
174172,140703438,"2014-07-21 17:44:34","MVA-INJURY ACCID",45.5599557237064,-122.834428435936,W,"NW KAISER RD/NW BETHANY BV",117
174592,140703746,"2014-07-23 12:25:05","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW WEST UNION RD/NW BETHANY BV",117
174597,140703745,"2014-07-23 12:24:54","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"NW BETHANY BV/NW WEST UNION RD",117
177013,140800174,"2014-08-01 20:04:01","MVA-INJURY ACCID",45.5434886096365,-122.810471073232,W,"NW SALTZMAN RD/NW BAUER WOODS DR",117
180540,140802488,"2014-08-16 00:52:45","MVA-UNK INJURY",45.5482070597059,-122.816239585021,W,"3950 NW FAXON TE",117
180806,140802648,"2014-08-16 23:22:44","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"NW BETHANY BV/NW WEST UNION RD",117
180965,140802751,"2014-08-17 17:03:13","MVA-INJURY ACCID",45.5411044215473,-122.831794492424,W,"15015 NW NORTHUMBRIA LN",117
181027,140802788,"2014-08-17 22:03:35","MVA-INJURY ACCID",45.5536962517459,-122.852776574144,W,"NW WEST UNION RD/NW LAIDLAW RD",117
189229,140902941,"2014-09-18 09:22:40","MVA-UNK INJURY",45.5269225387555,-122.825930414963,W,"14270 NW SCIENCE PARK DR",117
191200,140904161,"2014-09-25 17:25:10","MVA-INJURY ACCID",45.5423479585594,-122.82445014541,W,"NW 143RD AV/NW WEST UNION RD",117
195048,141001573,"2014-10-11 17:51:06","MVA-INJURY ACCID",45.5535716757098,-122.835606909909,W,"4756 NW BETHANY BV",117
199037,141003998,"2014-10-27 15:56:10","MVA-UNK INJURY",45.5575424448346,-122.81209787826,W,"NW 131ST AV/NW MANZONI ST",117
200040,141004635,"2014-10-31 18:42:37","MVA-INJURY ACCID",45.5558799307341,-122.829214715557,W,"NW KAISER RD/NW LAIDLAW RD",117
216489,141104392,"2014-11-29 20:31:03","MVA-UNK INJURY",45.5482022678285,-122.802958338449,W,"NW THOMPSON RD/NW HIBBARD DR",117
216903,141200076,"2014-12-01 15:40:08","MVA-INJURY ACCID",45.5446430851291,-122.784145180223,W,"10410 NW THOMPSON RD",117
217772,141200934,"2014-12-07 09:13:44","MVA-UNK INJURY",45.5512825171614,-122.847501960244,W,"NW WEST UNION RD/NW OAK CREEK DR",117
222781,141204194,"2014-12-28 21:21:47","MVA-INJURY ACCID",45.5561929188848,-122.821064829724,W,"5051 140TH/13998 LAIDLAW",117
226976,150102034,"2015-01-13 13:05:32","MVA-INJURY ACCID",45.548388751868,-122.810619807786,W,"13000 THOMPSON/3997 SALTZMAN",117
227668,150102477,"2015-01-16 07:54:30","MVA-UNK INJURY",45.5510397699589,-122.830168101518,W,"4299 KAISER/14900 MITCHELL",117
232127,150104664,"2015-01-31 01:54:16","MVA-INJURY ACCID",45.5551991350049,-122.844484856903,W,"NW CENTINE LN & NW HILDAGO LN",117
232274,150104751,"2015-01-31 16:16:55","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"3401 BETHANY/15698 WEST UNION",117
232441,150200063,"2015-02-01 13:05:15","MVA-UNK INJURY",45.5575759913693,-122.814794173538,W,"13400 MANZONI/5301 134TH",117
235829,150202014,"2015-02-14 01:08:46","MVA-INJURY ACCID",45.5561929188848,-122.821064829724,W,"14000 LAIDLAW/5049 140TH",117
239389,150204135,"2015-02-28 01:48:55","MVA-INJURY ACCID",45.5573512892324,-122.851690015851,W,"NW PATRICK LN & NW LAIDLAW RD",117
242934,150302030,"2015-03-13 22:40:35","MVA-INJURY ACCID",45.5536962517459,-122.852776574144,W,"17298 LAIDLAW/17200 WEST UNION",117
254763,150404321,"2015-04-28 16:48:05","MVA-INJURY ACCID",45.548388751868,-122.810619807786,W,"3995 SALTZMAN/12998 THOMPSON",117
263243,150504782,"2015-05-29 17:19:20","MVA-UNK INJURY",45.5368573169352,-122.81208690751,W,"2501 SALTZMAN/13100 BURTON",117
266155,150600696,"2015-06-04 20:29:33","MVA-UNK INJURY",45.5423479585594,-122.82445014541,W,"3149 143RD/3151 KAISER",117
281700,150704461,"2015-07-25 13:38:49","MVA-INJURY ACCID",45.5423479585594,-122.82445014541,W,"14300 WEST UNION/3149 143RD",117
281726,150704460,"2015-07-25 13:38:16","MVA-INJURY ACCID",45.5423479585594,-122.82445014541,W,"3149 143RD/14300 WEST UNION",117
282387,150704852,"2015-07-27 19:34:13","MVA-INJURY ACCID",45.5482744269352,-122.830148277259,W,"3909 KAISER/14900 PURVIS",117
285236,150800873,"2015-08-05 17:05:39","MVA-INJURY ACCID",45.5443454360087,-122.83878841041,W,"3401 BETHANY/15700 WEST UNION",117
286394,150801557,"2015-08-09 16:55:18","MVA-UNK INJURY",45.5490165746154,-122.844522320434,W,"16250 CHARLAIS/16298 WEST UNION",117
289152,150803192,"2015-08-18 20:31:30","MVA-INJURY ACCID",45.5466997434053,-122.782822190896,W,"10300 LAIDLAW/10298 THOMPSON",117
295497,150901734,"2015-09-11 19:20:48","MVA-INJURY ACCID",45.5558988358664,-122.820681769252,W,"NW TRADEWIND ST & NW LAIDLAW RD",117
297190,150902845,"2015-09-18 15:06:39","MVA-INJURY ACCID",45.5558799307341,-122.829214715557,W,"14788 LAIDLAW/5001 KAISER",117
297393,150902955,"2015-09-19 09:47:05","MVA-INJURY ACCID",45.5388763002007,-122.811154005126,W,"2701 SALTZMAN/2651 BAUER WOODS",117
297542,150903042,"2015-09-19 18:20:22","MVA-INJURY ACCID",45.534644650189,-122.806136713164,W,"2001 WOODROSE/12898 MAJESTIC SEQUOIA",117
298551,150903633,"2015-09-23 13:48:51","MVA-INJURY ACCID",45.5468458323438,-122.836860860751,W,"3749 BETHANY/15500 SAINT ANDREWS",117
300419,150904822,"2015-09-30 18:55:43","MVA-INJURY ACCID",45.55303888496,-122.8302228551,W,"14950 CENTRAL/4599 KAISER",117
301227,151000437,"2015-10-03 14:44:11","MVA-UNK INJURY",45.5368558422864,-122.818833427113,W,"13798 BURTON/2401 138TH",117
309853,151100401,"2015-11-03 14:36:52","MVA-INJURY ACCID",45.548388751868,-122.810619807786,W,"12998 THOMPSON/3995 SALTZMAN",117
312719,151102051,"2015-11-13 21:10:09","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"3401 BETHANY/15700 WEST UNION",117
318247,151200393,"2015-12-03 08:15:47","MVA-UNK INJURY",45.5431629153356,-122.834331236004,W,"NW 148TH PL & NW 153RD TE",117
319350,151201035,"2015-12-07 04:26:06","MVA-INJURY ACCID",45.5483410403895,-122.802331352991,W,"NW 120TH TE & NW HIBBARD DR",117
321314,151202045,"2015-12-11 22:56:42","MVA-INJURY ACCID",45.5397957365296,-122.824474471334,W,"NW BELLE CT & NW WEST UNION RD",117
330511,160101945,"2016-01-12 15:05:47","MVA-INJURY ACCID",45.5597744182594,-122.825367175806,W,"14400 WENDY/5499 CRADY",117
332547,160103150,"2016-01-20 12:02:58","MVA-INJURY ACCID",45.5506684000989,-122.836838633055,W,"4301 BETHANY/15500 CLAREMONT",117
336439,160200510,"2016-02-04 08:11:14","MVA-INJURY ACCID",45.5365828042722,-122.824471737836,W,"2301 143RD/14298 BURTON",117
347149,160302149,"2016-03-14 06:50:07","MVA-UNK INJURY",45.5443454360087,-122.83878841041,W,"3401 BETHANY/15700 WEST UNION",117
